Geneid,SRR31110490,SRR31110491,SRR31110500,SRR31110501,SRR31110510,SRR31110511,SRR31110520,SRR31110521,SRR31110528,SRR31110533,SRR31110538,SRR31110543
ENSG00000251033,0,0,4,2,0,0,0,0,2,2,0,2
ENSG00000296380,0,1,0,0,2,0,1,0,0,0,0,0
ENSG00000296385,0,6,4,0,7,2,0,0,4,0,6,26
ENSG00000248132,2,4,27,13,0,4,3,10,3,32,0,12
ENSG00000296401,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286853,4,6,0,0,0,0,2,4,0,9,2,0
ENSG00000250579,22,29,75,58,70,22,20,14,20,66,43,32
ENSG00000296424,0,0,3,1,0,0,0,0,0,4,0,2
ENSG00000296426,13,5,12,3,5,2,2,13,10,11,4,2
ENSG00000296446,0,2,9,4,0,0,0,0,0,14,1,0
ENSG00000296494,0,1,7,2,0,0,0,0,2,1,0,0
ENSG00000250025,0,0,0,1,0,0,0,0,0,18,1,6
ENSG00000296515,0,0,1,2,0,0,0,0,0,8,0,4
ENSG00000296522,0,2,6,5,3,2,0,0,0,15,2,10
ENSG00000296528,13,5,10,5,15,1,5,5,2,20,2,21
ENSG00000248457,0,0,8,0,0,0,2,0,0,1,0,0
ENSG00000296543,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000296544,0,0,2,0,0,0,0,0,0,6,0,0
ENSG00000296550,0,0,1,1,0,0,0,0,0,0,0,2
ENSG00000214942,5,0,39,17,2,4,4,7,4,25,12,24
ENSG00000296569,0,0,4,4,0,0,0,0,0,9,2,8
ENSG00000296582,2,0,0,1,1,2,0,0,2,4,2,4
ENSG00000272459,4,2,8,3,6,2,0,4,4,3,0,4
ENSG00000296629,0,0,0,3,0,0,0,0,0,6,0,4
ENSG00000296636,2,1,1,2,3,4,2,6,4,14,2,2
ENSG00000296666,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000296686,0,0,11,0,0,0,0,3,0,4,0,0
ENSG00000253613,0,0,7,1,0,0,0,0,0,6,0,2
ENSG00000296718,0,4,13,7,0,0,0,2,0,8,0,0
ENSG00000289075,12,8,10,2,0,0,0,2,2,34,0,6
ENSG00000250544,0,0,0,2,2,0,0,0,0,8,0,0
ENSG00000296749,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000296753,0,0,2,4,1,0,0,0,0,9,0,5
ENSG00000246323,5,11,12,8,10,9,6,26,26,15,20,29
ENSG00000296785,4,3,4,3,0,0,0,2,5,2,0,2
ENSG00000296791,0,0,13,8,0,2,0,2,0,11,2,0
ENSG00000296794,0,3,7,6,9,2,1,8,7,3,8,11
ENSG00000296800,0,0,8,5,2,0,0,0,0,4,0,0
ENSG00000296805,0,0,12,9,0,0,2,1,2,7,2,4
ENSG00000272406,13,12,4,2,36,15,8,20,26,15,19,24
ENSG00000233006,150,179,53,40,220,84,102,233,194,68,115,208
ENSG00000296840,0,0,7,8,2,0,0,0,2,2,0,3
ENSG00000250801,2,4,6,2,2,0,0,0,1,0,0,4
ENSG00000296875,11,12,10,9,5,0,4,16,2,20,5,16
ENSG00000296884,0,0,0,3,2,2,0,0,0,9,0,5
ENSG00000248490,1,1,5,7,0,2,0,2,4,4,0,3
ENSG00000296891,0,1,26,8,0,0,1,2,2,9,0,10
ENSG00000296908,2,0,0,0,0,0,0,3,0,1,0,0
ENSG00000296915,0,0,20,6,0,1,1,0,0,22,0,3
ENSG00000296919,0,0,5,0,0,0,0,0,0,5,0,0
ENSG00000231291,3,0,18,10,0,0,0,0,2,12,0,2
ENSG00000296948,0,0,10,4,0,0,0,0,0,2,0,0
ENSG00000296967,0,1,2,2,0,0,0,2,2,8,0,2
ENSG00000279558,4,2,4,2,1,0,0,2,3,13,2,6
ENSG00000296985,2,3,13,12,0,0,0,6,2,10,2,2
ENSG00000253519,6,10,21,11,23,5,6,15,8,26,7,10
ENSG00000297049,0,0,3,0,0,0,0,0,0,2,0,0
ENSG00000297075,0,0,4,1,0,0,0,0,1,0,0,2
ENSG00000248709,0,1,2,4,0,0,1,1,2,15,0,1
ENSG00000297107,0,0,2,2,0,0,1,2,0,7,0,0
ENSG00000286577,17,7,5,0,6,4,6,13,8,9,9,12
ENSG00000297119,0,3,10,0,21,4,0,1,11,8,10,12
ENSG00000297123,6,16,30,4,0,0,14,24,6,27,2,19
ENSG00000297142,6,11,0,0,5,3,4,5,5,3,4,7
ENSG00000249664,2,0,6,3,5,1,0,4,7,0,0,0
ENSG00000247345,7,10,16,6,19,8,5,30,35,12,28,16
ENSG00000297190,0,0,7,10,0,2,2,2,1,10,0,1
ENSG00000249781,10,8,26,14,17,1,11,12,7,26,4,4
ENSG00000297193,6,1,3,4,0,0,6,10,0,3,0,4
ENSG00000248597,12,21,20,5,38,13,25,18,5,19,20,10
ENSG00000297205,26,23,12,8,58,6,2,31,30,15,22,6
ENSG00000250814,3,5,13,14,8,0,3,0,4,16,3,3
ENSG00000250331,14,17,76,41,20,13,3,19,31,43,1,43
ENSG00000297219,8,8,5,6,12,1,5,7,4,3,4,6
ENSG00000297222,0,6,1,1,2,1,0,2,2,2,2,0
ENSG00000248901,1,2,4,4,0,0,1,1,6,8,2,4
ENSG00000286986,5,6,25,6,0,0,1,4,0,33,0,7
ENSG00000286121,10,4,9,12,4,2,3,6,0,23,6,5
ENSG00000249201,0,2,31,16,0,0,0,8,0,35,2,9
ENSG00000297303,0,0,2,2,0,0,0,0,0,4,0,1
ENSG00000251573,0,4,30,15,0,0,3,5,0,33,0,14
ENSG00000297342,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000248918,0,0,0,2,0,0,0,0,0,4,0,0
ENSG00000297355,0,0,3,2,1,0,0,0,0,2,0,0
ENSG00000249785,0,0,2,5,0,0,0,0,0,3,0,0
ENSG00000297368,0,0,16,12,0,0,0,0,4,6,0,0
ENSG00000297385,0,0,14,4,0,0,0,0,2,4,0,8
ENSG00000289112,1,8,16,10,11,2,11,2,4,10,7,7
ENSG00000297477,0,0,8,2,0,0,0,0,0,5,0,7
ENSG00000297482,0,0,21,14,0,0,0,0,0,8,0,1
ENSG00000233828,10,13,37,19,2,0,10,14,8,41,20,16
ENSG00000297568,0,0,0,2,0,0,0,0,0,0,1,0
ENSG00000297585,0,0,3,8,0,1,0,0,0,12,1,17
ENSG00000297632,2,5,2,0,2,0,0,2,0,0,0,2
ENSG00000297643,2,0,4,3,0,0,0,0,0,5,0,0
ENSG00000297661,1,0,3,2,0,0,0,0,2,3,0,0
ENSG00000251307,4,7,7,8,5,2,2,17,12,12,8,19
ENSG00000297662,0,0,13,5,0,0,2,2,0,4,0,2
ENSG00000287180,24,26,8,10,19,14,32,36,32,16,19,41
ENSG00000289970,2,4,30,8,8,6,2,9,0,2,0,16
ENSG00000253807,66,76,65,35,9,7,52,97,97,59,25,124
ENSG00000297699,0,0,2,1,0,0,0,2,0,0,0,2
ENSG00000297706,0,4,2,0,0,0,0,0,3,0,3,3
ENSG00000297714,12,3,3,2,0,0,2,3,12,1,0,6
ENSG00000297721,4,5,35,15,8,4,1,8,17,49,2,11
ENSG00000297731,0,0,1,5,0,0,0,0,0,0,0,1
ENSG00000297736,2,3,24,6,0,0,5,10,3,12,0,12
ENSG00000249572,8,4,4,8,12,6,4,36,20,24,4,15
ENSG00000297759,12,6,5,9,0,4,10,6,14,8,3,19
ENSG00000250155,83,87,62,22,119,36,80,107,77,92,39,135
ENSG00000297770,8,9,4,7,6,0,0,2,9,3,2,4
ENSG00000247311,2,3,5,13,0,0,2,1,0,5,2,5
ENSG00000297787,17,13,12,5,29,6,18,19,37,11,14,2
ENSG00000297790,5,3,27,13,4,3,6,10,21,11,7,15
ENSG00000297797,2,0,8,8,0,0,4,0,0,7,6,5
ENSG00000297808,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245317,23,16,17,8,9,10,11,25,11,10,10,26
ENSG00000248245,2,2,19,8,62,19,0,8,9,22,19,10
ENSG00000297819,2,0,2,0,0,0,0,2,0,8,0,0
ENSG00000283462,34,33,9,5,12,4,18,54,52,22,8,32
ENSG00000297832,2,3,3,3,38,10,4,3,4,5,37,7
ENSG00000278970,16,12,33,20,27,13,17,28,20,50,22,33
ENSG00000297849,0,0,15,16,0,0,0,0,0,4,0,2
ENSG00000297852,1,0,7,4,21,7,0,2,6,4,22,9
ENSG00000297854,0,0,8,2,0,0,0,0,5,8,0,6
ENSG00000297867,0,2,20,20,0,0,5,2,2,35,1,4
ENSG00000297884,1,0,0,0,2,0,2,3,1,8,0,2
ENSG00000297885,0,1,0,0,3,0,1,0,0,0,0,0
ENSG00000245060,52,41,26,16,34,18,24,66,96,51,39,60
ENSG00000297921,0,0,2,4,0,0,0,0,0,4,0,0
ENSG00000259861,1,2,0,3,8,1,0,2,2,0,0,3
ENSG00000254171,0,0,8,14,7,0,0,0,2,6,2,8
ENSG00000298005,0,2,1,2,0,0,2,0,2,10,0,0
ENSG00000250056,62,70,64,50,179,68,52,82,169,146,154,44
ENSG00000289912,0,2,6,11,0,2,0,6,4,13,0,2
ENSG00000253404,4,4,9,8,0,0,4,2,2,18,1,5
ENSG00000298054,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000298061,0,0,0,0,0,0,2,0,0,2,0,0
ENSG00000298082,4,4,10,12,0,0,2,0,4,42,0,2
ENSG00000298087,0,0,0,1,4,2,0,0,0,2,1,0
ENSG00000298092,0,4,2,0,9,8,2,1,15,14,6,1
ENSG00000298097,6,1,2,5,0,0,2,3,2,10,0,4
ENSG00000298111,0,0,0,1,14,5,0,0,10,16,8,7
ENSG00000286615,109,102,63,54,81,49,53,159,127,77,37,109
ENSG00000248935,4,0,4,6,2,2,4,0,8,13,4,8
ENSG00000298115,1,2,4,1,0,0,0,1,0,4,0,2
ENSG00000298128,0,0,0,0,0,0,1,0,0,3,0,3
ENSG00000298135,0,0,2,4,0,0,0,0,0,0,0,0
ENSG00000197536,168,158,170,98,261,93,100,212,266,184,175,262
ENSG00000283897,5,3,25,10,6,4,13,21,13,25,2,11
ENSG00000298146,0,3,1,3,0,0,2,0,0,6,2,1
ENSG00000238160,33,18,22,19,26,6,19,24,29,30,16,36
ENSG00000287434,4,0,3,8,2,2,0,0,2,15,0,3
ENSG00000298170,6,4,10,4,3,0,0,8,6,12,10,9
ENSG00000290027,0,0,4,6,0,0,0,0,0,6,0,3
ENSG00000298203,0,0,2,0,0,0,1,0,0,4,0,6
ENSG00000298220,0,0,8,5,0,0,0,0,0,20,0,5
ENSG00000298225,0,2,8,6,0,0,0,0,0,5,0,4
ENSG00000254187,37,42,22,18,88,32,27,30,24,7,63,20
ENSG00000298238,4,2,26,3,2,1,2,0,0,38,2,8
ENSG00000298239,0,0,23,12,0,0,0,0,2,11,0,0
ENSG00000298265,0,0,9,9,2,0,6,4,0,6,0,4
ENSG00000298307,9,8,7,4,2,7,1,7,14,16,10,17
ENSG00000298331,0,1,2,4,4,4,4,2,6,12,2,5
ENSG00000298346,2,4,11,5,0,0,0,4,0,11,0,3
ENSG00000298352,8,4,21,20,16,14,10,12,16,13,14,11
ENSG00000298357,2,0,22,15,4,2,4,0,4,16,2,12
ENSG00000249116,0,0,6,5,2,0,0,0,6,6,0,11
ENSG00000249803,9,6,32,5,2,0,6,6,8,39,2,21
ENSG00000250874,2,4,5,3,0,0,0,2,2,18,0,0
ENSG00000298397,0,0,18,6,0,0,0,0,1,17,2,0
ENSG00000298401,0,0,5,4,0,1,0,0,2,3,0,0
ENSG00000298415,0,0,0,0,0,0,0,0,0,2,2,6
ENSG00000298425,0,0,1,1,0,0,0,0,0,8,0,2
ENSG00000224015,10,12,2,4,8,6,6,17,8,24,12,18
ENSG00000298475,0,0,7,7,0,1,0,0,1,5,0,2
ENSG00000298515,4,2,6,3,2,1,3,0,1,4,1,2
ENSG00000287634,0,0,4,4,6,0,0,0,4,8,4,0
ENSG00000298538,0,0,4,0,4,0,0,0,4,5,6,5
ENSG00000298552,12,0,3,1,4,0,0,2,2,8,0,6
ENSG00000250635,21,16,21,16,12,8,14,22,16,13,14,34
ENSG00000298611,1,3,14,4,22,12,1,3,8,8,7,16
ENSG00000298624,0,2,14,9,0,0,0,0,15,12,0,8
ENSG00000298628,0,0,4,3,0,0,0,0,0,4,0,0
ENSG00000298634,0,4,13,4,4,0,2,2,0,9,0,8
ENSG00000298637,2,0,8,6,2,1,0,6,7,7,3,10
ENSG00000298641,0,0,2,0,0,0,0,0,0,6,0,1
ENSG00000298647,0,1,14,6,2,2,0,4,2,11,0,11
ENSG00000298655,0,0,3,2,0,0,0,0,0,4,0,0
ENSG00000298664,2,13,8,5,8,0,4,10,2,14,2,13
ENSG00000250250,36,19,27,18,13,5,23,49,63,51,33,76
ENSG00000298717,8,26,23,8,6,6,8,26,29,13,21,28
ENSG00000298741,17,16,7,11,40,10,19,21,10,12,24,10
ENSG00000249306,57,46,61,35,34,9,38,72,101,121,20,123
ENSG00000253618,5,2,12,11,4,0,2,9,2,23,2,9
ENSG00000298748,8,11,4,1,3,3,4,13,8,8,7,4
ENSG00000250981,10,3,2,6,26,11,5,5,21,11,24,6
ENSG00000298768,0,4,23,6,1,0,0,0,0,7,2,8
ENSG00000250448,7,4,22,12,6,5,0,10,10,12,10,18
ENSG00000298792,0,0,1,0,1,0,0,0,0,13,0,3
ENSG00000228737,13,11,2,0,7,0,3,20,11,8,6,4
ENSG00000298815,16,28,10,3,2,7,22,18,37,10,9,32
ENSG00000249359,8,2,16,16,1,1,3,4,29,6,0,5
ENSG00000298826,2,11,5,4,18,8,1,12,8,12,19,14
ENSG00000287940,2,2,11,12,10,6,0,0,2,19,20,6
ENSG00000298839,0,2,36,6,0,0,2,0,8,29,0,6
ENSG00000298841,1,0,9,4,0,0,0,0,0,7,1,1
ENSG00000204758,8,4,28,15,23,4,7,15,7,26,4,18
ENSG00000298858,4,0,12,12,0,0,0,0,0,0,0,7
ENSG00000298864,6,7,43,21,34,8,4,9,17,13,19,26
ENSG00000298876,0,0,0,0,0,0,0,0,0,13,0,0
ENSG00000251257,0,1,36,23,0,0,0,1,8,60,2,20
ENSG00000249593,33,40,10,17,38,15,19,53,37,24,22,48
ENSG00000298918,0,0,1,2,4,0,0,0,0,2,0,0
ENSG00000245275,77,104,127,82,72,22,86,86,136,136,57,166
ENSG00000250842,5,3,0,0,13,8,0,0,0,3,4,8
ENSG00000298979,1,0,6,3,2,0,2,2,2,16,6,6
ENSG00000286625,31,53,3,11,4,0,28,74,55,10,0,22
ENSG00000253348,2,1,36,31,0,0,2,8,2,62,0,14
ENSG00000299037,0,0,0,0,0,0,0,2,0,2,0,0
ENSG00000299042,0,0,4,4,2,0,3,0,0,0,0,1
ENSG00000299066,8,0,16,7,2,0,6,2,2,12,1,0
ENSG00000299068,4,1,3,4,4,0,2,0,2,5,1,2
ENSG00000299105,0,0,6,2,2,2,0,2,0,7,0,0
ENSG00000287726,26,51,83,38,80,29,36,51,23,80,59,36
ENSG00000248693,1,2,4,5,0,0,0,4,2,5,0,2
ENSG00000299141,2,0,4,0,0,0,3,1,1,0,0,0
ENSG00000299151,0,0,5,7,2,0,0,0,4,9,0,2
ENSG00000249743,52,39,89,56,6,0,41,50,1,66,0,28
ENSG00000248572,0,2,12,13,0,0,0,2,0,2,0,8
ENSG00000287090,24,33,70,39,0,0,35,51,18,81,0,54
ENSG00000299184,3,1,0,1,2,2,0,2,0,0,0,0
ENSG00000299189,0,0,3,5,0,0,0,0,0,6,0,0
ENSG00000299201,0,0,5,3,8,4,3,6,0,20,1,5
ENSG00000299217,0,0,8,0,0,0,0,0,0,18,0,2
ENSG00000299222,0,0,2,4,0,2,0,0,0,1,0,2
ENSG00000299226,0,0,4,4,0,0,0,2,0,6,0,0
ENSG00000235635,2,8,5,3,8,2,4,2,11,6,3,4
ENSG00000250343,4,11,26,5,12,2,10,10,4,29,1,31
ENSG00000299256,2,2,15,0,6,3,0,12,3,21,2,4
ENSG00000299264,0,0,21,12,2,0,0,2,0,26,1,5
ENSG00000248994,269,245,250,150,410,160,189,358,161,293,272,198
ENSG00000289155,2,2,10,7,12,2,4,7,10,11,4,8
ENSG00000299289,1,0,8,10,0,0,0,2,2,8,2,0
ENSG00000299315,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000299327,2,0,6,0,0,0,0,0,8,4,0,5
ENSG00000299350,1,0,17,7,0,0,0,8,4,8,0,7
ENSG00000299354,0,0,3,3,0,0,0,0,0,6,0,4
ENSG00000289535,0,4,4,4,2,1,4,4,1,13,0,6
ENSG00000299365,0,2,1,4,0,0,0,0,3,0,0,0
ENSG00000251361,2,5,55,39,5,3,6,12,0,41,1,29
ENSG00000299385,0,0,4,2,8,2,1,4,0,4,0,9
ENSG00000299401,2,3,0,0,4,0,5,2,1,6,0,3
ENSG00000299417,1,0,20,12,0,0,0,5,0,13,0,2
ENSG00000248927,12,15,31,23,25,8,8,17,15,24,19,12
ENSG00000299431,2,0,7,6,0,0,0,0,0,9,0,2
ENSG00000299442,1,0,12,3,0,0,0,0,0,4,0,0
ENSG00000251391,0,2,29,34,7,1,2,3,10,52,6,11
ENSG00000286509,0,0,0,0,0,0,0,1,0,3,0,1
ENSG00000299462,12,5,2,4,8,5,3,5,22,14,11,12
ENSG00000299492,2,1,3,1,5,0,0,0,6,12,2,7
ENSG00000299525,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000253321,0,0,14,8,4,0,0,0,1,10,0,6
ENSG00000255647,3,17,15,14,9,2,9,14,2,24,1,16
ENSG00000249849,7,9,12,7,11,4,7,8,16,13,19,10
ENSG00000283413,6,5,29,12,13,2,7,5,13,28,3,14
ENSG00000299633,0,1,12,0,0,0,0,1,1,4,0,0
ENSG00000299638,2,2,9,14,0,2,6,0,2,7,0,1
ENSG00000299642,2,6,21,9,1,4,2,2,6,34,0,5
ENSG00000251629,12,3,34,28,2,1,11,15,13,46,2,10
ENSG00000299656,8,8,6,8,4,4,4,4,0,22,2,8
ENSG00000249491,0,0,3,3,0,0,0,0,0,5,0,3
ENSG00000299670,2,0,10,11,4,2,4,9,9,4,2,16
ENSG00000299682,7,6,15,11,9,3,7,14,13,3,13,5
ENSG00000299683,0,0,5,3,0,0,0,2,0,6,0,4
ENSG00000299706,2,1,8,3,0,0,0,0,1,14,0,4
ENSG00000247796,54,37,50,33,83,18,56,62,79,51,36,66
ENSG00000299717,0,1,8,0,0,0,0,1,0,3,0,0
ENSG00000249899,11,12,10,9,4,0,16,18,26,24,6,18
ENSG00000299771,0,0,0,0,2,0,0,0,0,4,0,0
ENSG00000299796,0,0,7,4,0,0,0,0,0,8,0,6
ENSG00000299800,1,3,6,5,1,2,3,2,4,5,2,6
ENSG00000299814,0,0,8,0,0,1,0,0,0,7,0,0
ENSG00000299815,2,0,1,0,2,0,3,2,2,4,1,0
ENSG00000230789,41,47,22,16,89,18,33,68,62,26,57,47
ENSG00000299818,29,30,11,2,26,10,25,39,29,13,17,33
ENSG00000299830,0,0,6,3,3,0,1,1,5,6,3,5
ENSG00000299842,3,2,0,0,6,2,5,7,1,2,1,1
ENSG00000299843,1,2,25,24,0,0,3,6,0,24,0,10
ENSG00000248528,4,11,6,6,1,0,6,11,7,8,0,11
ENSG00000293441,8,13,13,14,4,0,5,20,4,19,6,11
ENSG00000229666,45,45,24,20,40,19,36,63,45,25,29,40
ENSG00000299847,0,0,4,3,0,0,0,0,0,2,0,0
ENSG00000299859,0,2,3,1,0,0,0,0,0,1,0,0
ENSG00000299866,6,10,2,1,7,0,3,4,2,10,10,16
ENSG00000299874,3,2,0,0,1,0,0,2,0,0,1,0
ENSG00000299880,5,1,4,3,10,3,4,5,6,8,7,2
ENSG00000253925,15,17,42,10,31,15,10,23,14,37,30,21
ENSG00000299909,1,0,0,1,0,0,0,0,2,0,0,1
ENSG00000299916,3,3,17,11,10,2,2,4,7,39,7,4
ENSG00000288081,11,7,35,33,18,0,8,21,12,40,38,11
ENSG00000299935,4,5,0,0,5,2,3,4,7,7,4,5
ENSG00000299955,105,71,16,10,103,46,47,83,122,12,83,30
ENSG00000299975,0,0,7,4,0,0,0,0,0,2,0,0
ENSG00000229855,2,1,25,14,24,12,1,3,4,13,12,3
ENSG00000253236,0,0,10,4,23,5,0,4,11,2,12,8
ENSG00000299991,2,0,10,1,11,0,2,0,1,19,7,2
ENSG00000299992,0,6,6,6,0,0,4,0,2,3,0,2
ENSG00000250313,0,2,6,10,2,0,0,0,12,12,1,0
ENSG00000300013,0,6,5,7,4,0,2,9,2,16,0,6
ENSG00000300028,0,0,8,2,0,2,0,0,0,10,0,6
ENSG00000300043,0,0,1,0,0,0,0,0,0,2,0,0
ENSG00000300071,2,0,0,0,2,0,0,0,2,0,1,0
ENSG00000300089,0,4,3,8,2,0,0,0,0,10,0,8
ENSG00000300125,0,0,20,2,0,0,0,0,2,8,0,0
ENSG00000300131,0,0,5,10,0,0,2,0,0,22,0,3
ENSG00000300146,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000300161,1,2,2,8,1,0,0,6,0,4,2,4
ENSG00000250682,2,0,23,15,2,0,2,0,6,20,2,6
ENSG00000291221,0,0,2,1,1,0,1,0,0,0,1,4
ENSG00000271918,15,14,28,28,19,8,12,17,18,25,12,15
ENSG00000300170,4,4,0,0,10,2,2,4,0,4,4,0
ENSG00000286338,4,4,9,6,0,0,4,0,4,16,2,14
ENSG00000300187,3,0,1,1,2,2,7,2,3,5,5,9
ENSG00000300191,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000300209,2,4,19,13,8,6,2,1,6,20,6,15
ENSG00000250602,48,71,12,10,29,11,30,70,66,54,48,145
ENSG00000291220,7,10,4,0,10,8,0,5,47,5,8,4
ENSG00000235172,2,1,41,17,0,0,2,9,4,48,4,14
ENSG00000253522,8,2,71,14,4,0,0,6,9,27,1,23
ENSG00000300272,1,0,10,7,0,0,1,1,0,6,0,2
ENSG00000300280,0,7,10,1,0,0,0,4,0,0,0,4
ENSG00000290019,0,0,0,0,0,0,0,2,4,14,0,5
ENSG00000250274,1,0,12,15,0,0,1,2,0,30,1,7
ENSG00000300298,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000300303,12,16,12,8,26,14,11,11,17,19,29,17
ENSG00000300307,4,4,12,1,11,0,5,7,10,16,4,4
ENSG00000300322,0,0,0,0,11,7,0,2,26,2,4,0
ENSG00000300323,4,0,4,0,0,0,0,2,0,6,0,2
ENSG00000300327,1,0,4,0,0,0,1,0,0,2,0,4
ENSG00000300347,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254299,0,0,26,41,0,0,2,0,0,33,1,16
ENSG00000300355,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000300361,0,0,4,1,0,0,2,0,0,2,0,0
ENSG00000300362,0,0,4,8,0,0,0,0,0,7,0,6
ENSG00000300367,0,0,2,0,0,0,0,0,0,4,0,2
ENSG00000300368,4,4,19,19,0,2,1,2,2,16,0,0
ENSG00000300377,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000300381,0,0,17,6,0,0,0,2,0,10,0,4
ENSG00000300383,7,8,2,3,10,1,4,16,16,13,3,17
ENSG00000300387,3,2,12,6,0,0,3,3,1,10,0,0
ENSG00000300398,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000300404,0,0,6,4,0,0,0,0,0,2,0,1
ENSG00000250961,4,0,33,13,0,2,0,3,2,30,2,10
ENSG00000300418,1,7,13,11,9,1,3,9,0,25,4,4
ENSG00000300419,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000300426,0,0,12,0,0,0,0,0,0,6,0,0
ENSG00000300435,0,0,1,1,0,0,0,0,0,6,0,1
ENSG00000286271,12,6,50,27,3,0,7,29,38,47,30,33
ENSG00000300462,0,2,6,9,7,2,0,0,0,8,8,4
ENSG00000300486,1,2,2,6,2,0,0,0,0,6,2,5
ENSG00000251450,18,21,33,12,51,16,22,45,37,43,34,13
ENSG00000300526,0,0,7,4,2,0,0,0,0,2,0,5
ENSG00000300546,21,21,22,12,12,14,22,13,30,9,15,20
ENSG00000300556,0,2,0,0,0,0,2,2,0,2,0,0
ENSG00000300575,0,0,6,2,0,0,0,0,0,5,1,1
ENSG00000300576,0,0,0,0,2,0,0,0,0,0,3,1
ENSG00000300583,15,17,22,9,28,10,6,10,11,12,15,14
ENSG00000250994,4,9,28,19,2,0,0,2,2,28,0,10
ENSG00000287162,0,0,0,0,2,0,2,4,0,8,0,2
ENSG00000300625,3,0,6,0,1,0,0,1,0,16,0,1
ENSG00000300645,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000300647,1,0,17,18,2,2,2,8,0,17,0,2
ENSG00000300650,0,1,3,4,0,0,0,0,2,8,0,4
ENSG00000300659,6,0,3,3,8,3,8,7,5,4,4,0
ENSG00000250564,0,3,8,4,1,0,0,1,0,22,0,0
ENSG00000250358,10,13,20,11,1,2,5,10,3,34,0,19
ENSG00000300672,7,4,8,12,7,2,2,2,3,6,10,4
ENSG00000251169,0,2,18,10,0,0,2,2,0,28,1,9
ENSG00000300694,0,0,8,4,4,0,0,0,3,16,0,4
ENSG00000300714,5,1,10,4,4,3,0,4,6,12,8,5
ENSG00000300735,3,1,10,4,0,2,4,7,1,5,0,4
ENSG00000300736,8,5,14,5,9,2,2,2,2,12,0,9
ENSG00000250387,2,5,20,6,10,1,7,8,9,23,5,8
ENSG00000290836,6,2,2,4,1,0,10,6,2,6,2,0
ENSG00000300763,2,6,0,0,4,0,2,1,0,1,0,0
ENSG00000253959,2,0,28,14,6,2,0,4,2,42,7,12
ENSG00000249981,2,0,0,5,0,0,0,0,0,0,0,5
ENSG00000300798,1,1,2,1,0,0,0,0,0,8,0,2
ENSG00000300835,0,0,13,13,0,0,0,0,0,16,0,0
ENSG00000251187,12,13,12,5,5,2,5,15,8,10,2,15
ENSG00000300852,3,1,1,5,0,0,0,2,0,2,0,0
ENSG00000271797,1,0,10,5,10,0,2,2,5,5,1,6
ENSG00000269961,0,4,36,8,10,4,8,6,7,26,2,11
ENSG00000300923,0,0,4,2,2,0,0,0,2,10,0,2
ENSG00000300927,0,0,0,0,2,0,0,0,2,3,0,0
ENSG00000248908,0,0,9,4,0,1,0,0,0,12,0,4
ENSG00000300956,2,1,0,2,0,0,0,1,4,2,0,2
ENSG00000300986,0,0,8,4,2,0,0,0,0,13,0,4
ENSG00000301000,2,4,20,16,13,6,2,2,5,33,13,9
ENSG00000301026,2,0,14,6,27,1,0,2,4,18,12,2
ENSG00000301045,0,0,0,0,1,0,0,0,0,1,0,1
ENSG00000254226,8,8,40,11,14,4,4,13,22,36,12,32
ENSG00000301068,0,0,20,8,0,0,0,0,0,25,0,0
ENSG00000301073,0,0,2,0,0,0,0,0,0,1,0,0
ENSG00000301078,2,2,13,4,0,0,0,0,0,15,0,6
ENSG00000248647,0,1,6,6,1,1,0,2,1,15,5,2
ENSG00000287323,2,2,1,2,0,0,0,1,0,4,0,2
ENSG00000301093,10,4,13,5,4,2,0,4,1,20,0,4
ENSG00000248588,2,4,10,12,0,0,2,6,5,35,0,11
ENSG00000301116,0,0,9,6,0,0,0,0,0,13,0,2
ENSG00000301126,2,1,9,2,0,0,2,8,2,5,0,8
ENSG00000301133,2,1,0,0,0,0,0,0,0,0,0,0
ENSG00000301150,0,0,8,5,0,0,0,0,0,4,0,2
ENSG00000286961,108,98,46,26,158,63,82,150,31,28,129,27
ENSG00000301190,0,4,18,8,0,4,5,0,2,25,2,8
ENSG00000301207,1,0,10,2,0,0,0,0,2,4,0,4
ENSG00000301208,9,10,4,2,15,8,2,8,3,4,10,4
ENSG00000289056,0,6,18,10,2,0,9,4,9,13,6,10
ENSG00000289916,6,10,27,17,0,0,3,1,3,47,0,13
ENSG00000301234,2,4,14,7,2,1,3,1,0,2,0,5
